,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes,plage_interval
6008,mobile,ended,-33.0,,retour en avance
6009,mobile,ended,5.0,,1m-15m
6010,mobile,ended,25.0,,16m-30m
6011,mobile,ended,,480.0,>9h
6012,mobile,canceled,,,>9h
6013,mobile,ended,208.0,,3h-4h
6014,mobile,ended,,,>9h
6015,mobile,ended,,,>9h
6016,connect,ended,37.0,,31m-45m
6017,mobile,ended,,,>9h
6018,mobile,ended,48.0,,46m-60m
6019,mobile,ended,,,>9h
6020,mobile,canceled,,,>9h
6021,mobile,ended,-35.0,,retour en avance
6022,mobile,ended,73.0,,1h-2h
6023,mobile,canceled,,,>9h
6024,mobile,ended,18.0,,16m-30m
6025,mobile,ended,21.0,,16m-30m
6026,mobile,canceled,,,>9h
6027,mobile,ended,,,>9h
6028,connect,ended,75.0,360.0,1h-2h
6029,connect,ended,45.0,,31m-45m
6030,mobile,ended,11.0,,1m-15m
6031,mobile,ended,27.0,,16m-30m
6032,mobile,ended,26.0,90.0,16m-30m
6033,mobile,ended,-49.0,,retour en avance
6034,mobile,ended,23.0,720.0,16m-30m
6035,connect,canceled,,,>9h
6036,connect,canceled,,,>9h
6037,mobile,canceled,,,>9h
6038,mobile,ended,-125.0,,retour en avance
6039,connect,ended,-6.0,,retour en avance
6040,mobile,ended,53.0,,46m-60m
6041,mobile,canceled,,,>9h
6042,mobile,ended,41.0,,31m-45m
6043,mobile,ended,266.0,,4h-5h
6044,mobile,canceled,,,>9h
6045,mobile,ended,-39.0,,retour en avance
6046,connect,ended,-36.0,,retour en avance
6047,mobile,canceled,,,>9h
6048,mobile,ended,-5.0,,retour en avance
6049,mobile,ended,-8.0,,retour en avance
6050,mobile,ended,-37.0,,retour en avance
6051,mobile,ended,44.0,,31m-45m
6052,connect,ended,5.0,,1m-15m
6053,mobile,ended,1.0,660.0,1m-15m
6054,connect,ended,-126.0,,retour en avance
6055,mobile,ended,0.0,,0
6056,mobile,ended,27.0,,16m-30m
6057,mobile,canceled,,,>9h
6058,mobile,ended,51.0,,46m-60m
6059,mobile,ended,-11.0,,retour en avance
6060,mobile,canceled,,,>9h
6061,mobile,ended,44.0,,31m-45m
6062,mobile,ended,-30.0,,retour en avance
6063,mobile,ended,13.0,,1m-15m
6064,connect,ended,-23.0,,retour en avance
6065,connect,ended,8.0,,1m-15m
6066,mobile,ended,-19.0,,retour en avance
6067,mobile,ended,-713.0,,retour en avance
6068,mobile,ended,-9.0,,retour en avance
6069,mobile,ended,-55.0,,retour en avance
6070,mobile,canceled,,,>9h
6071,mobile,ended,-44.0,,retour en avance
6072,mobile,canceled,,,>9h
6073,mobile,ended,-4.0,,retour en avance
6074,mobile,canceled,,,>9h
6075,mobile,ended,-56.0,,retour en avance
6076,mobile,ended,39.0,,31m-45m
6077,mobile,ended,9.0,,1m-15m
6078,mobile,ended,101.0,,1h-2h
6079,connect,canceled,,,>9h
6080,mobile,ended,-11.0,,retour en avance
6081,mobile,canceled,,,>9h
6082,mobile,ended,-60.0,,retour en avance
6083,mobile,ended,-106.0,,retour en avance
6084,mobile,ended,1069.0,,>9h
6085,mobile,canceled,,,>9h
6086,mobile,ended,123.0,,2h-3h
6087,mobile,ended,,,>9h
6088,mobile,ended,217.0,,3h-4h
6089,connect,ended,283.0,,4h-5h
6090,mobile,ended,-25.0,,retour en avance
6091,mobile,ended,44.0,,31m-45m
6092,mobile,ended,-24.0,,retour en avance
6093,mobile,ended,277.0,,4h-5h
6094,mobile,ended,1303.0,,>9h
6095,mobile,ended,-11.0,,retour en avance
6096,mobile,ended,1318.0,,>9h
6097,mobile,ended,,,>9h
6098,mobile,ended,6.0,,1m-15m
6099,mobile,canceled,,,>9h
6100,mobile,ended,-13.0,,retour en avance
6101,mobile,ended,,,>9h
6102,mobile,ended,35.0,,31m-45m
6103,mobile,ended,296.0,,4h-5h
6104,mobile,ended,65.0,,1h-2h
6105,mobile,canceled,,,>9h
6106,mobile,ended,-20.0,,retour en avance
6107,mobile,ended,,,>9h
6108,mobile,ended,-653.0,,retour en avance
6109,mobile,canceled,,,>9h
6110,mobile,ended,-26.0,,retour en avance
6111,mobile,ended,79.0,,1h-2h
6112,mobile,ended,81.0,,1h-2h
6113,connect,ended,37.0,660.0,31m-45m
6114,mobile,ended,-86.0,,retour en avance
6115,connect,ended,-318.0,,retour en avance
6116,mobile,ended,-367.0,,retour en avance
6117,mobile,ended,105.0,,1h-2h
6118,mobile,canceled,,,>9h
6119,mobile,ended,-79.0,180.0,retour en avance
6120,mobile,canceled,,,>9h
6121,connect,ended,-58.0,,retour en avance
6122,mobile,ended,-38.0,,retour en avance
6123,connect,canceled,,,>9h
6124,mobile,ended,437.0,,7h-8h
6125,mobile,ended,-655.0,,retour en avance
6126,connect,ended,24.0,60.0,16m-30m
6127,mobile,ended,22.0,,16m-30m
6128,mobile,ended,82.0,,1h-2h
6129,connect,ended,-14.0,,retour en avance
6130,mobile,ended,-61.0,,retour en avance
6131,mobile,ended,1631.0,,>9h
6132,mobile,ended,127.0,,2h-3h
6133,mobile,ended,99.0,,1h-2h
6134,mobile,ended,,,>9h
6135,mobile,canceled,,,>9h
6136,mobile,ended,69.0,180.0,1h-2h
6137,mobile,ended,17.0,,16m-30m
6138,mobile,ended,91.0,,1h-2h
6139,mobile,ended,59.0,,46m-60m
6140,connect,ended,55.0,,46m-60m
6141,mobile,ended,13.0,,1m-15m
6142,mobile,ended,2977.0,,>9h
6143,mobile,ended,21.0,,16m-30m
6144,mobile,ended,72.0,,1h-2h
6145,mobile,ended,77.0,,1h-2h
6146,mobile,ended,16.0,,16m-30m
6147,mobile,ended,301.0,,5h-6h
6148,mobile,ended,247.0,,4h-5h
6149,mobile,ended,1.0,,1m-15m
6150,connect,ended,-8.0,90.0,retour en avance
6151,mobile,ended,-70.0,,retour en avance
6152,mobile,ended,-1.0,,retour en avance
6153,connect,ended,-22.0,,retour en avance
6154,mobile,ended,287.0,,4h-5h
6155,mobile,canceled,,,>9h
6156,mobile,ended,-2.0,,retour en avance
6157,mobile,canceled,,,>9h
6158,connect,ended,33.0,,31m-45m
6159,mobile,ended,240.0,,3h-4h
6160,mobile,ended,87.0,,1h-2h
6161,mobile,ended,31.0,,31m-45m
6162,connect,ended,-118.0,,retour en avance
6163,connect,ended,-25.0,,retour en avance
6164,mobile,ended,74.0,,1h-2h
6165,mobile,ended,117.0,,1h-2h
6166,mobile,ended,-55.0,,retour en avance
6167,connect,ended,243.0,,4h-5h
6168,connect,ended,4.0,,1m-15m
6169,mobile,ended,4.0,,1m-15m
6170,mobile,ended,51.0,,46m-60m
6171,connect,ended,-43.0,,retour en avance
6172,mobile,ended,39.0,,31m-45m
6173,mobile,canceled,,,>9h
6174,connect,ended,,360.0,>9h
6175,connect,ended,46.0,,46m-60m
6176,mobile,ended,38.0,,31m-45m
6177,mobile,ended,,,>9h
6178,mobile,ended,,,>9h
6179,mobile,ended,10.0,,1m-15m
6180,mobile,ended,-9.0,,retour en avance
6181,connect,ended,,,>9h
6182,mobile,canceled,,,>9h
6183,mobile,ended,-183.0,,retour en avance
6184,mobile,ended,,,>9h
6185,mobile,ended,856.0,,>9h
6186,connect,canceled,,,>9h
6187,mobile,ended,250.0,,4h-5h
6188,mobile,ended,,,>9h
6189,mobile,ended,,,>9h
6190,connect,ended,9.0,90.0,1m-15m
6191,mobile,ended,,,>9h
6192,mobile,ended,33.0,,31m-45m
6193,mobile,canceled,,,>9h
6194,mobile,ended,-43.0,,retour en avance
6195,mobile,ended,-75.0,,retour en avance
6196,mobile,ended,,,>9h
6197,mobile,canceled,,,>9h
6198,mobile,canceled,,,>9h
6199,connect,ended,29.0,,16m-30m
6200,mobile,ended,-7.0,,retour en avance
6201,mobile,ended,5.0,180.0,1m-15m
6202,mobile,ended,452.0,,7h-8h
6203,mobile,canceled,,,>9h
6204,mobile,canceled,,,>9h
6205,mobile,canceled,,30.0,>9h
6206,mobile,canceled,,,>9h
6207,mobile,ended,,,>9h
6208,mobile,ended,13.0,,1m-15m
6209,mobile,ended,112.0,,1h-2h
6210,mobile,ended,55.0,,46m-60m
6211,mobile,ended,-152.0,,retour en avance
6212,mobile,canceled,,,>9h
6213,mobile,ended,-72.0,,retour en avance
6214,mobile,canceled,,,>9h
6215,mobile,ended,25.0,,16m-30m
6216,mobile,ended,-46.0,,retour en avance
6217,mobile,ended,-85.0,,retour en avance
6218,mobile,ended,-12.0,,retour en avance
6219,mobile,ended,-22.0,,retour en avance
6220,mobile,ended,,,>9h
6221,mobile,ended,-6.0,,retour en avance
6222,connect,ended,29.0,180.0,16m-30m
6223,mobile,ended,54.0,,46m-60m
6224,mobile,ended,-178.0,,retour en avance
6225,mobile,canceled,,,>9h
6226,connect,ended,-96.0,60.0,retour en avance
6227,mobile,ended,-313.0,,retour en avance
6228,connect,ended,13.0,,1m-15m
6229,mobile,ended,15.0,,1m-15m
6230,mobile,ended,23.0,,16m-30m
6231,mobile,ended,45.0,,31m-45m
6232,mobile,ended,-176.0,,retour en avance
6233,mobile,ended,2337.0,,>9h
6234,mobile,ended,33.0,,31m-45m
6235,mobile,ended,12.0,,1m-15m
6236,mobile,canceled,,,>9h
6237,mobile,ended,-10.0,,retour en avance
6238,mobile,ended,-35.0,,retour en avance
6239,connect,ended,-552.0,,retour en avance
6240,mobile,ended,28.0,,16m-30m
6241,mobile,ended,57.0,,46m-60m
6242,mobile,ended,-193.0,,retour en avance
6243,mobile,ended,-173.0,,retour en avance
6244,mobile,ended,27.0,,16m-30m
6245,mobile,ended,,,>9h
6246,mobile,ended,94.0,,1h-2h
6247,mobile,canceled,,,>9h
6248,mobile,ended,36.0,,31m-45m
6249,mobile,ended,-16.0,,retour en avance
6250,mobile,ended,121.0,,2h-3h
6251,mobile,ended,105.0,,1h-2h
6252,mobile,ended,-184.0,,retour en avance
6253,connect,ended,-43.0,,retour en avance
6254,mobile,ended,-28.0,,retour en avance
6255,connect,ended,112.0,,1h-2h
6256,mobile,canceled,,,>9h
6257,mobile,ended,29.0,,16m-30m
6258,mobile,ended,15.0,,1m-15m
6259,connect,ended,-46.0,,retour en avance
6260,mobile,ended,86.0,,1h-2h
6261,connect,ended,-1.0,,retour en avance
6262,mobile,ended,-36.0,720.0,retour en avance
6263,mobile,ended,-25.0,,retour en avance
6264,mobile,ended,-35.0,180.0,retour en avance
6265,mobile,canceled,,,>9h
6266,mobile,ended,4.0,,1m-15m
6267,mobile,ended,-8.0,60.0,retour en avance
6268,mobile,ended,70.0,,1h-2h
6269,connect,ended,244.0,,4h-5h
6270,mobile,canceled,,,>9h
6271,connect,ended,-159.0,,retour en avance
6272,mobile,ended,-12.0,,retour en avance
6273,mobile,ended,-11.0,,retour en avance
6274,mobile,ended,6.0,,1m-15m
6275,mobile,ended,-56.0,,retour en avance
6276,mobile,ended,-18.0,,retour en avance
6277,mobile,ended,-317.0,,retour en avance
6278,connect,ended,-22.0,,retour en avance
6279,connect,ended,-137.0,,retour en avance
6280,mobile,ended,-4.0,,retour en avance
6281,mobile,ended,-236.0,,retour en avance
6282,mobile,ended,299.0,,4h-5h
6283,mobile,ended,-78.0,,retour en avance
6284,connect,ended,-459.0,,retour en avance
6285,mobile,ended,8.0,,1m-15m
6286,mobile,ended,53.0,,46m-60m
6287,mobile,ended,,,>9h
6288,mobile,ended,,,>9h
6289,mobile,ended,-196.0,,retour en avance
6290,mobile,ended,8.0,,1m-15m
6291,mobile,canceled,,,>9h
6292,connect,ended,4.0,,1m-15m
6293,mobile,ended,204.0,,3h-4h
6294,mobile,ended,-27.0,,retour en avance
6295,mobile,ended,12.0,,1m-15m
6296,connect,ended,34.0,,31m-45m
6297,mobile,canceled,,,>9h
6298,mobile,ended,-8.0,,retour en avance
6299,connect,canceled,,,>9h
6300,mobile,ended,113.0,,1h-2h
6301,mobile,ended,86.0,0.0,1h-2h
6302,mobile,ended,,,>9h
6303,mobile,ended,0.0,,0
6304,mobile,ended,-286.0,,retour en avance
6305,connect,ended,,,>9h
6306,connect,ended,-150.0,,retour en avance
6307,mobile,ended,130.0,,2h-3h
6308,mobile,ended,27.0,,16m-30m
6309,mobile,ended,759.0,,>9h
6310,mobile,ended,71.0,,1h-2h
6311,mobile,ended,39.0,,31m-45m
6312,mobile,ended,75.0,,1h-2h
6313,mobile,ended,,,>9h
6314,mobile,ended,-4.0,,retour en avance
6315,mobile,ended,451.0,240.0,7h-8h
6316,mobile,ended,-118.0,,retour en avance
6317,mobile,ended,71.0,,1h-2h
6318,mobile,ended,33.0,,31m-45m
6319,connect,ended,-33.0,0.0,retour en avance
6320,mobile,ended,,,>9h
6321,mobile,canceled,,,>9h
6322,connect,ended,-6.0,,retour en avance
6323,mobile,ended,80.0,,1h-2h
6324,connect,canceled,,,>9h
6325,mobile,ended,,,>9h
6326,mobile,canceled,,,>9h
6327,mobile,ended,2.0,,1m-15m
6328,mobile,ended,770.0,,>9h
6329,mobile,ended,29.0,,16m-30m
6330,mobile,ended,-30.0,,retour en avance
6331,connect,ended,-567.0,,retour en avance
6332,connect,ended,9.0,,1m-15m
6333,mobile,ended,95.0,,1h-2h
6334,connect,ended,-246.0,,retour en avance
6335,connect,ended,104.0,,1h-2h
6336,connect,ended,-141.0,510.0,retour en avance
6337,mobile,canceled,,,>9h
6338,mobile,ended,5.0,,1m-15m
6339,mobile,ended,-4.0,,retour en avance
6340,mobile,ended,310.0,720.0,5h-6h
6341,mobile,ended,-15.0,,retour en avance
6342,connect,ended,-1404.0,,retour en avance
6343,connect,ended,10.0,,1m-15m
6344,mobile,ended,72.0,120.0,1h-2h
6345,connect,ended,147.0,,2h-3h
6346,mobile,canceled,,,>9h
6347,connect,canceled,,,>9h
6348,mobile,canceled,,,>9h
6349,mobile,ended,,,>9h
6350,mobile,ended,8487.0,,>9h
6351,mobile,ended,28.0,,16m-30m
6352,mobile,ended,,,>9h
6353,connect,ended,-97.0,,retour en avance
6354,connect,canceled,,,>9h
6355,mobile,ended,-87.0,,retour en avance
6356,connect,ended,32.0,510.0,31m-45m
6357,mobile,ended,-52.0,,retour en avance
6358,mobile,ended,536.0,,>9h
6359,mobile,ended,-84.0,,retour en avance
6360,mobile,ended,53.0,,46m-60m
6361,mobile,canceled,,,>9h
6362,connect,ended,-37.0,,retour en avance
6363,mobile,ended,51.0,,46m-60m
6364,mobile,ended,-35.0,,retour en avance
6365,mobile,ended,-49.0,,retour en avance
6366,mobile,ended,29.0,,16m-30m
6367,mobile,canceled,,,>9h
6368,mobile,ended,28.0,,16m-30m
6369,mobile,ended,-74.0,,retour en avance
6370,mobile,ended,-11.0,30.0,retour en avance
6371,mobile,ended,53.0,,46m-60m
6372,mobile,canceled,,,>9h
6373,mobile,ended,6.0,,1m-15m
6374,mobile,ended,27.0,,16m-30m
6375,mobile,ended,-76.0,,retour en avance
6376,mobile,ended,-54.0,,retour en avance
6377,mobile,ended,305.0,,5h-6h
6378,mobile,ended,96.0,,1h-2h
6379,mobile,ended,-2.0,,retour en avance
6380,connect,ended,-1.0,690.0,retour en avance
6381,mobile,ended,37.0,,31m-45m
6382,connect,ended,14.0,,1m-15m
6383,mobile,ended,112.0,,1h-2h
6384,connect,ended,-470.0,240.0,retour en avance
6385,connect,ended,-43.0,,retour en avance
6386,mobile,ended,-9.0,,retour en avance
6387,mobile,ended,-60.0,,retour en avance
6388,mobile,canceled,,,>9h
6389,mobile,canceled,,,>9h
6390,mobile,ended,-29.0,,retour en avance
6391,connect,ended,2.0,,1m-15m
6392,mobile,canceled,,,>9h
6393,mobile,ended,35.0,,31m-45m
6394,mobile,ended,-53.0,30.0,retour en avance
6395,connect,ended,-137.0,,retour en avance
6396,mobile,ended,205.0,,3h-4h
6397,mobile,ended,,,>9h
6398,mobile,ended,-96.0,,retour en avance
6399,mobile,ended,-3.0,60.0,retour en avance
6400,mobile,ended,123.0,,2h-3h
6401,mobile,ended,-51.0,,retour en avance
6402,mobile,ended,18.0,,16m-30m
6403,mobile,ended,1544.0,,>9h
6404,mobile,ended,62.0,,1h-2h
6405,mobile,ended,-958.0,,retour en avance
6406,mobile,ended,2.0,,1m-15m
6407,mobile,ended,411.0,,6h-7h
6408,connect,ended,-108.0,,retour en avance
6409,mobile,ended,36.0,210.0,31m-45m
6410,mobile,ended,40.0,,31m-45m
6411,mobile,ended,761.0,,>9h
6412,mobile,ended,-18.0,,retour en avance
6413,connect,ended,111.0,,1h-2h
6414,connect,ended,0.0,,0
6415,mobile,ended,106.0,,1h-2h
6416,mobile,ended,-129.0,,retour en avance
6417,connect,ended,,,>9h
6418,mobile,ended,229.0,,3h-4h
6419,mobile,ended,-4.0,0.0,retour en avance
6420,mobile,ended,5.0,,1m-15m
6421,mobile,ended,,,>9h
6422,mobile,ended,59.0,,46m-60m
6423,mobile,ended,75.0,,1h-2h
6424,mobile,ended,-42.0,,retour en avance
6425,mobile,ended,113.0,,1h-2h
6426,mobile,ended,-46.0,,retour en avance
6427,mobile,ended,43.0,,31m-45m
6428,mobile,ended,6.0,,1m-15m
6429,mobile,ended,-3.0,180.0,retour en avance
6430,connect,ended,6.0,,1m-15m
6431,mobile,ended,33.0,,31m-45m
6432,connect,ended,53.0,480.0,46m-60m
6433,connect,ended,-72.0,120.0,retour en avance
6434,mobile,ended,-38.0,,retour en avance
6435,mobile,ended,-51.0,,retour en avance
6436,mobile,ended,83.0,,1h-2h
6437,mobile,canceled,,,>9h
6438,connect,ended,-248.0,,retour en avance
6439,mobile,ended,94.0,,1h-2h
6440,mobile,ended,79.0,,1h-2h
6441,mobile,ended,-802.0,,retour en avance
6442,mobile,canceled,,,>9h
6443,mobile,canceled,,,>9h
6444,mobile,canceled,,,>9h
6445,mobile,ended,-91.0,,retour en avance
6446,mobile,ended,-25.0,,retour en avance
6447,mobile,canceled,,420.0,>9h
6448,mobile,ended,42.0,,31m-45m
6449,mobile,ended,-85.0,,retour en avance
6450,mobile,ended,84.0,,1h-2h
6451,mobile,ended,81.0,,1h-2h
6452,connect,ended,41.0,,31m-45m
6453,mobile,ended,245.0,,4h-5h
6454,connect,ended,19.0,,16m-30m
6455,mobile,canceled,,,>9h
6456,mobile,ended,116.0,,1h-2h
6457,mobile,ended,42.0,0.0,31m-45m
6458,connect,ended,-2938.0,,retour en avance
6459,mobile,ended,-35.0,,retour en avance
6460,mobile,ended,11.0,,1m-15m
6461,mobile,ended,68.0,,1h-2h
6462,mobile,ended,-22.0,,retour en avance
6463,mobile,ended,146.0,,2h-3h
6464,mobile,ended,0.0,,0
6465,mobile,ended,440.0,,7h-8h
6466,connect,ended,-73.0,,retour en avance
6467,mobile,ended,71.0,240.0,1h-2h
6468,connect,canceled,,,>9h
6469,mobile,ended,-6.0,,retour en avance
6470,mobile,ended,21.0,,16m-30m
6471,connect,ended,-66.0,,retour en avance
6472,mobile,ended,,,>9h
6473,mobile,ended,13.0,,1m-15m
6474,connect,ended,-53.0,,retour en avance
6475,connect,canceled,,,>9h
6476,mobile,ended,5.0,,1m-15m
6477,mobile,ended,38.0,,31m-45m
6478,connect,ended,65.0,,1h-2h
6479,connect,ended,13.0,,1m-15m
6480,mobile,ended,-38.0,,retour en avance
6481,mobile,ended,106.0,480.0,1h-2h
6482,mobile,ended,-2.0,,retour en avance
6483,mobile,ended,-11.0,,retour en avance
6484,mobile,ended,749.0,,>9h
6485,connect,ended,50.0,,46m-60m
6486,mobile,ended,-97.0,,retour en avance
6487,mobile,ended,-65.0,,retour en avance
6488,connect,ended,-838.0,,retour en avance
6489,mobile,ended,-58.0,,retour en avance
6490,mobile,ended,-28.0,,retour en avance
6491,mobile,ended,281.0,,4h-5h
6492,mobile,ended,-27.0,,retour en avance
6493,mobile,ended,45.0,,31m-45m
6494,mobile,ended,165.0,,2h-3h
6495,connect,canceled,,,>9h
6496,mobile,ended,,,>9h
6497,mobile,ended,28.0,,16m-30m
6498,mobile,ended,,,>9h
6499,mobile,ended,62.0,,1h-2h
6500,mobile,ended,-85.0,,retour en avance
6501,mobile,ended,-23.0,,retour en avance
6502,connect,ended,-672.0,,retour en avance
6503,mobile,ended,-88.0,,retour en avance
6504,mobile,canceled,,,>9h
6505,connect,ended,14.0,,1m-15m
6506,connect,ended,35.0,,31m-45m
6507,mobile,ended,6.0,,1m-15m
6508,mobile,ended,29.0,,16m-30m
6509,connect,ended,-24.0,,retour en avance
6510,mobile,ended,63.0,,1h-2h
6511,mobile,ended,26.0,,16m-30m
6512,mobile,ended,-29.0,,retour en avance
6513,mobile,ended,-33.0,30.0,retour en avance
6514,mobile,ended,768.0,,>9h
6515,mobile,ended,322.0,,5h-6h
6516,mobile,ended,122.0,,2h-3h
6517,mobile,canceled,,510.0,>9h
6518,mobile,ended,-444.0,,retour en avance
6519,mobile,ended,74.0,,1h-2h
6520,mobile,ended,113.0,,1h-2h
6521,mobile,ended,202.0,,3h-4h
6522,mobile,ended,,,>9h
6523,mobile,ended,113.0,,1h-2h
6524,mobile,ended,113.0,,1h-2h
6525,mobile,ended,25.0,,16m-30m
6526,mobile,ended,312.0,,5h-6h
6527,mobile,ended,-21.0,,retour en avance
6528,mobile,ended,38.0,,31m-45m
6529,mobile,ended,-214.0,,retour en avance
6530,connect,canceled,,,>9h
6531,connect,ended,-10.0,,retour en avance
6532,mobile,ended,2.0,,1m-15m
6533,mobile,ended,-326.0,,retour en avance
6534,mobile,ended,120.0,,1h-2h
6535,mobile,ended,-19.0,,retour en avance
6536,mobile,canceled,,,>9h
6537,mobile,ended,-74.0,,retour en avance
6538,connect,ended,719.0,,>9h
6539,mobile,ended,80.0,,1h-2h
6540,mobile,canceled,,,>9h
6541,mobile,ended,,,>9h
6542,mobile,ended,-85.0,,retour en avance
6543,mobile,ended,705.0,,>9h
6544,mobile,ended,,,>9h
6545,mobile,ended,,,>9h
6546,mobile,ended,115.0,,1h-2h
6547,mobile,ended,-38.0,,retour en avance
6548,mobile,ended,-73.0,540.0,retour en avance
6549,mobile,ended,-62.0,,retour en avance
6550,mobile,ended,-59.0,60.0,retour en avance
6551,mobile,ended,31.0,,31m-45m
6552,mobile,ended,73.0,,1h-2h
6553,connect,ended,-13.0,,retour en avance
6554,connect,ended,-8.0,,retour en avance
6555,mobile,ended,-181.0,,retour en avance
6556,mobile,ended,-11.0,,retour en avance
6557,mobile,ended,617.0,,>9h
6558,mobile,ended,385.0,,6h-7h
6559,mobile,ended,-55.0,,retour en avance
6560,connect,canceled,,,>9h
6561,mobile,ended,43.0,,31m-45m
6562,mobile,ended,46.0,180.0,46m-60m
6563,mobile,ended,62.0,,1h-2h
6564,mobile,ended,1.0,,1m-15m
6565,mobile,ended,-45.0,,retour en avance
6566,mobile,ended,-146.0,,retour en avance
6567,mobile,ended,,,>9h
6568,mobile,ended,-59.0,,retour en avance
6569,mobile,ended,-48.0,,retour en avance
6570,mobile,ended,,,>9h
6571,mobile,ended,1277.0,,>9h
6572,mobile,ended,,,>9h
6573,connect,canceled,,,>9h
6574,mobile,ended,10.0,,1m-15m
6575,mobile,ended,34.0,,31m-45m
6576,connect,ended,-33.0,,retour en avance
6577,mobile,ended,93.0,,1h-2h
6578,mobile,canceled,,,>9h
6579,mobile,ended,2.0,,1m-15m
6580,mobile,ended,-35.0,,retour en avance
6581,mobile,ended,9.0,,1m-15m
6582,mobile,ended,-84.0,,retour en avance
6583,mobile,ended,,,>9h
6584,mobile,ended,48.0,,46m-60m
6585,connect,ended,435.0,,7h-8h
6586,mobile,ended,7.0,,1m-15m
6587,mobile,ended,41.0,,31m-45m
6588,mobile,ended,8.0,,1m-15m
6589,mobile,ended,156.0,,2h-3h
6590,mobile,ended,198.0,,3h-4h
6591,mobile,ended,136.0,,2h-3h
6592,mobile,ended,7.0,,1m-15m
6593,mobile,canceled,,,>9h
6594,mobile,ended,34.0,180.0,31m-45m
6595,connect,ended,7.0,,1m-15m
6596,mobile,ended,-126.0,,retour en avance
6597,connect,ended,11.0,60.0,1m-15m
6598,mobile,canceled,,,>9h
6599,connect,ended,151.0,,2h-3h
6600,mobile,ended,-1.0,,retour en avance
6601,mobile,ended,-119.0,,retour en avance
6602,mobile,ended,-130.0,,retour en avance
6603,connect,canceled,,,>9h
6604,mobile,ended,-55.0,,retour en avance
6605,mobile,ended,92.0,,1h-2h
6606,mobile,ended,66.0,,1h-2h
6607,mobile,ended,93.0,,1h-2h
6608,mobile,ended,-60.0,,retour en avance
